Subject	ActivitiesLabel	tBodyAcc.mean...X	tBodyAcc.mean...Y	tBodyAcc.mean...Z	tGravityAcc.mean...X	tGravityAcc.mean...Y	tGravityAcc.mean...Z	tBodyAccJerk.mean...X	tBodyAccJerk.mean...Y	tBodyAccJerk.mean...Z	tBodyGyro.mean...X	tBodyGyro.mean...Y	tBodyGyro.mean...Z	tBodyGyroJerk.mean...X	tBodyGyroJerk.mean...Y	tBodyGyroJerk.mean...Z	tBodyAccMag.mean..	tGravityAccMag.mean..	tBodyAccJerkMag.mean..	tBodyGyroMag.mean..	tBodyGyroJerkMag.mean..	fBodyAcc.mean...X	fBodyAcc.mean...Y	fBodyAcc.mean...Z	fBodyAcc.meanFreq...X	fBodyAcc.meanFreq...Y	fBodyAcc.meanFreq...Z	fBodyAccJerk.mean...X	fBodyAccJerk.mean...Y	fBodyAccJerk.mean...Z	fBodyAccJerk.meanFreq...X	fBodyAccJerk.meanFreq...Y	fBodyAccJerk.meanFreq...Z	fBodyGyro.mean...X	fBodyGyro.mean...Y	fBodyGyro.mean...Z	fBodyGyro.meanFreq...X	fBodyGyro.meanFreq...Y	fBodyGyro.meanFreq...Z	fBodyAccMag.mean..	fBodyAccMag.meanFreq..	fBodyBodyAccJerkMag.mean..	fBodyBodyAccJerkMag.meanFreq..	fBodyBodyGyroMag.mean..	fBodyBodyGyroMag.meanFreq..	fBodyBodyGyroJerkMag.mean..	fBodyBodyGyroJerkMag.meanFreq..	tBodyAcc.std...X	tBodyAcc.std...Y	tBodyAcc.std...Z	tGravityAcc.std...X	tGravityAcc.std...Y	tGravityAcc.std...Z	tBodyAccJerk.std...X	tBodyAccJerk.std...Y	tBodyAccJerk.std...Z	tBodyGyro.std...X	tBodyGyro.std...Y	tBodyGyro.std...Z	tBodyGyroJerk.std...X	tBodyGyroJerk.std...Y	tBodyGyroJerk.std...Z	tBodyAccMag.std..	tGravityAccMag.std..	tBodyAccJerkMag.std..	tBodyGyroMag.std..	tBodyGyroJerkMag.std..	fBodyAcc.std...X	fBodyAcc.std...Y	fBodyAcc.std...Z	fBodyAccJerk.std...X	fBodyAccJerk.std...Y	fBodyAccJerk.std...Z	fBodyGyro.std...X	fBodyGyro.std...Y	fBodyGyro.std...Z	fBodyAccMag.std..	fBodyBodyAccJerkMag.std..	fBodyBodyGyroMag.std..	fBodyBodyGyroJerkMag.std..
8	4	0.267491473	-0.006725506	-0.104461049	0.832453878	0.240095117	0.263895186	0.078671376	-0.006575163	-0.010680892	-0.054739699	-0.095508924	0.071604881	-0.092315025	-0.040267377	-0.044573224	-0.952139704	-0.952139704	-0.986061512	-0.932682243	-0.991807428	-0.98114291	-0.944219718	-0.959436276	-0.164187373	0.107278339	0.060048458	-0.984977271	-0.980221105	-0.982995311	0.227828617	0.0527157	0.008837681	-0.98220031	-0.97658989	-0.961798677	0.116741557	-0.26113945	-0.043017656	-0.947981783	0.121543001	-0.980932292	0.306787561	-0.965806789	-0.141126203	-0.987730604	0.166638748	-0.979026152	-0.927331997	-0.93955303	-0.966757967	-0.937462301	-0.935475332	-0.985188754	-0.980784606	-0.985285807	-0.984524053	-0.971500697	-0.959623548	-0.993264647	-0.988876277	-0.985241405	-0.929943616	-0.929943616	-0.980667377	-0.953001632	-0.986756671	-0.978256731	-0.923829969	-0.933889847	-0.986913611	-0.983038783	-0.986185349	-0.985339302	-0.968924433	-0.962632254	-0.93172124	-0.979320212	-0.953251157	-0.986147263
8	5	0.279620986	-0.014811307	-0.106114997	0.957669921	-0.090460349	-0.097939202	0.075373905	0.008149517	0.003221533	-0.021967198	-0.028011763	0.063688907	-0.097757576	-0.048519068	-0.047848323	-0.953762884	-0.953762884	-0.984920798	-0.952848497	-0.987580588	-0.988219862	-0.9500491	-0.950362936	0.023115567	0.077184273	0.121181474	-0.989029239	-0.976177675	-0.979477193	0.267296231	-0.059819558	0.069283124	-0.969677436	-0.972595487	-0.975512277	-0.154243187	-0.197392513	0.022201108	-0.953746071	0.110646846	-0.979745872	0.308060634	-0.964564224	-0.108780316	-0.983709233	0.17917369	-0.988815418	-0.938479429	-0.926065255	-0.987690217	-0.958904114	-0.918293914	-0.98919888	-0.976442141	-0.982610899	-0.97299038	-0.969421046	-0.974118322	-0.981573086	-0.985508765	-0.989270901	-0.937187185	-0.937187185	-0.979932239	-0.95322479	-0.982460332	-0.98918375	-0.936231723	-0.919744964	-0.990414087	-0.97858173	-0.984465744	-0.974200998	-0.968055496	-0.975976456	-0.938628186	-0.979135441	-0.954119826	-0.981832336
8	6	0.261254283	-0.021228173	-0.102245366	-0.405930036	0.589922435	0.719831539	0.08783269	0.023329916	-0.016921879	0.005353612	-0.089137414	0.138188307	-0.106445008	-0.03897352	-0.069412315	-0.935308634	-0.935308634	-0.97314749	-0.924253349	-0.978438191	-0.953538564	-0.951816664	-0.944269514	-0.307248374	0.005397544	0.192435787	-0.973110596	-0.975877437	-0.962111137	0.164984299	0.006672864	0.12024874	-0.957903886	-0.95741116	-0.967461239	-0.105590904	-0.199880206	0.213568382	-0.932279646	0.048498846	-0.961792852	0.350822601	-0.944528951	-0.062056375	-0.968403946	0.219371246	-0.943041215	-0.93489116	-0.932491454	-0.918873192	-0.957990036	-0.941836263	-0.973253042	-0.976520952	-0.966087575	-0.965204018	-0.952039386	-0.967589755	-0.969924077	-0.974186452	-0.987601204	-0.91325033	-0.91325033	-0.962954517	-0.932470764	-0.969029112	-0.940125298	-0.931236757	-0.931146498	-0.975959911	-0.979170882	-0.968699223	-0.967846361	-0.950316471	-0.970671966	-0.917257979	-0.963791094	-0.93678697	-0.97179328
9	1	0.278502842	-0.018089197	-0.110820512	0.95186708	-0.031434174	-0.115856121	0.070435727	0.021225591	0.004147627	-0.08083606	-0.062559871	0.11162978	-0.080920409	-0.035628343	-0.063340662	-0.09808405	-0.09808405	-0.203733616	-0.294542267	-0.510253996	-0.294711164	-0.257677616	-0.25080626	-0.310727563	0.021319502	0.023783176	-0.314265401	-0.367706595	-0.399541245	-0.378291493	-0.389047304	-0.366570478	-0.383676121	-0.436905861	-0.240222512	-0.200624504	0.016481583	-0.152103721	-0.318801023	0.161672989	-0.316870716	0.159239939	-0.51379748	0.127416241	-0.602581618	0.243222182	-0.238353563	-0.201696961	-0.057963647	-0.980971974	-0.971242423	-0.955523996	-0.206733788	-0.276929934	-0.409764526	-0.476163507	-0.467054168	-0.265683521	-0.526985309	-0.549200228	-0.457881494	-0.37942877	-0.37942877	-0.317113487	-0.489725812	-0.599866473	-0.218019977	-0.223972559	-0.033796526	-0.17022834	-0.228380473	-0.419104363	-0.507404513	-0.490990336	-0.342367223	-0.513891953	-0.322337537	-0.562714529	-0.624351924
9	2	0.262436476	-0.01951011	-0.125219004	0.902647778	-0.037794782	-0.266009867	0.069226625	0.001266122	0.007660466	-0.16396719	-0.041258791	0.145694626	-0.068468959	-0.030279745	-0.023632791	-0.260727581	-0.260727581	-0.44066754	-0.083323449	-0.672840562	-0.342735953	-0.405022798	-0.384710423	-0.341219679	-0.247086151	-0.215203993	-0.40204475	-0.608498592	-0.615125711	-0.427211088	-0.529275972	-0.547022216	-0.313941631	-0.499159203	-0.327698671	-0.284881769	-0.41494634	-0.507490867	-0.372890349	-0.001954275	-0.419533109	0.025759746	-0.531482694	-0.259962958	-0.734159449	0.13600115	-0.361444378	-0.302206204	-0.253434084	-0.954383557	-0.901317322	-0.894071079	-0.335291645	-0.586147012	-0.647296002	-0.343976631	-0.400859068	-0.138176481	-0.660419534	-0.708604775	-0.657114201	-0.400222037	-0.400222037	-0.445485398	-0.425839761	-0.748651256	-0.369815777	-0.297641063	-0.244081808	-0.32742199	-0.590112917	-0.677831083	-0.361626377	-0.352033092	-0.165554554	-0.509929461	-0.484935752	-0.456841325	-0.787781591
9	3	0.295923445	-0.020399427	-0.091027879	0.938417773	-0.035230465	-0.082276175	0.130193044	-0.020686597	0.002625689	-0.091638301	-0.071259884	0.116804401	-0.094591202	-0.059760833	-0.06780806	0.145886358	0.145886358	-0.162376089	-0.168921401	-0.469028434	0.103128506	-0.183120455	-0.103705823	-0.440633906	0.062505824	-0.04242666	-0.064535434	-0.313643042	-0.29367779	-0.43402213	-0.232042826	-0.330318262	-0.325042891	-0.312512195	-0.250686587	-0.165224232	-0.003516971	-0.115191993	0.222203941	-0.04982739	0.007168779	-0.08245046	-0.347540227	0.06567822	-0.463172054	0.132021015	0.213392271	-0.208310706	-0.0077153	-0.952141221	-0.936306559	-0.876641297	0.017623342	-0.309442473	-0.359513363	-0.396429198	-0.340765233	-0.27968515	-0.509669314	-0.448602451	-0.417239551	0.265120131	0.265120131	0.039907819	-0.322331465	-0.455855425	0.250488759	-0.273561385	-0.034949493	0.009382243	-0.355981821	-0.425377408	-0.423558774	-0.364282566	-0.356561472	0.088867167	0.070552614	-0.424170737	-0.485158907
9	4	0.248326744	-0.027016777	-0.075378469	0.916324511	-0.041425823	0.085263099	0.077005006	0.009817397	-0.008674673	-0.042328877	-0.041427118	0.080791929	-0.093070811	-0.046663441	-0.05284149	-0.893361718	-0.893361718	-0.964383757	-0.903235537	-0.973364137	-0.959413594	-0.911683219	-0.892201344	-0.109383842	-0.120093396	-0.131748873	-0.96559624	-0.958007391	-0.957526975	0.020397986	-0.271900851	-0.267665735	-0.950315237	-0.939693008	-0.940312313	-0.128144115	-0.359739582	-0.173242153	-0.897718197	-0.080613444	-0.953050441	0.09747002	-0.934437738	-0.195970052	-0.968315588	0.031534866	-0.957227791	-0.875141405	-0.832001873	-0.955280406	-0.94645197	-0.885854112	-0.964535856	-0.956777545	-0.961889438	-0.959020049	-0.919188226	-0.930176834	-0.964532345	-0.971927447	-0.968738891	-0.863756434	-0.863756434	-0.951780243	-0.906606321	-0.966361073	-0.956903459	-0.867613607	-0.818001835	-0.966660404	-0.958522987	-0.964941342	-0.961836016	-0.910583361	-0.934187478	-0.869172511	-0.949394981	-0.906471229	-0.965997015
9	5	0.282310057	-0.020045495	-0.095274748	0.961323502	-0.010383816	0.009147692	0.076003205	0.01306998	-0.004700786	-0.029183136	-0.060810158	0.099240933	-0.095897704	-0.041919957	-0.057574313	-0.945167482	-0.945167482	-0.969524579	-0.921030223	-0.969824044	-0.971662692	-0.944849432	-0.941686874	-0.10571168	-0.003787219	0.000165424	-0.971313769	-0.962624299	-0.9671292	-0.023504148	-0.098189403	-0.128067958	-0.916974438	-0.954514302	-0.941510336	-0.222857824	-0.34895997	-0.165761263	-0.946330172	0.023573871	-0.963242884	0.200537688	-0.929769068	-0.174953569	-0.967491628	0.024365085	-0.975741252	-0.938635759	-0.919295806	-0.98910316	-0.972573868	-0.932245295	-0.969973399	-0.963849333	-0.970584265	-0.921990612	-0.94604664	-0.939889737	-0.949105692	-0.97503653	-0.969726484	-0.93610501	-0.93610501	-0.963764178	-0.908291403	-0.965287051	-0.977579248	-0.938790017	-0.913896832	-0.971278823	-0.96823458	-0.972588749	-0.924738576	-0.941950577	-0.944942812	-0.940265546	-0.96359316	-0.91090966	-0.964770799
9	6	0.259195537	-0.020526822	-0.107549721	-0.580252835	-0.119154196	0.957873042	0.088073448	0.011561733	-0.007053678	-0.013632036	-0.15890292	0.101275011	-0.10384668	-0.027552257	-0.056949048	-0.930868438	-0.930868438	-0.963374549	-0.9071251	-0.964524819	-0.946865494	-0.934366598	-0.945919001	-0.445962777	-0.215336753	0.178107281	-0.964304065	-0.964082806	-0.955909215	-0.085030937	-0.22709367	-0.09437436	-0.930297921	-0.934579659	-0.959815009	-0.230699179	-0.321206958	-0.055125414	-0.926604295	-0.085609052	-0.954320586	0.167002983	-0.918605336	-0.206343569	-0.955806255	-0.016201379	-0.94233309	-0.916292776	-0.940707285	-0.921821063	-0.969994488	-0.97120469	-0.96474047	-0.96399668	-0.958562455	-0.94224651	-0.926618531	-0.96159537	-0.945329035	-0.962170242	-0.97707616	-0.9151268	-0.9151268	-0.955026805	-0.898557874	-0.95280156	-0.940981027	-0.912836751	-0.941971164	-0.968601304	-0.966634136	-0.959714718	-0.94638915	-0.923131937	-0.965686312	-0.921929738	-0.955094712	-0.903400581	-0.95229047
10	1	0.278574077	-0.017022351	-0.109057512	0.96309215	-0.083827701	0.054927624	0.085794381	0.004082488	-0.01629532	0.010689498	-0.081954078	0.098669573	-0.122709563	-0.051920498	-0.061126293	-0.127400912	-0.127400912	-0.132624992	-0.15645873	-0.440363637	-0.114190001	0.053391191	-0.412182722	-0.263325918	0.243797497	0.258967966	-0.107941107	0.030905202	-0.464020509	-0.260130639	-0.148445687	0.055799091	-0.277913781	-0.345209035	-0.10853003	-0.093367142	-0.12210993	-0.129800372	-0.093023742	0.179599865	0.020518952	-0.071285394	-0.41261691	0.129100107	-0.515065336	-0.000234019	-0.178709734	-0.022743165	-0.395645072	-0.974435158	-0.97111472	-0.957862728	-0.052199101	0.075080495	-0.511662906	-0.414205475	-0.250853319	-0.174524869	-0.366063723	-0.509683328	-0.329079493	-0.185602396	-0.185602396	0.037608338	-0.402025136	-0.501027917	-0.206366497	-0.129775706	-0.435304216	-0.079151827	0.048486767	-0.55851265	-0.458292933	-0.204392822	-0.273292866	-0.370471944	0.050208763	-0.499759797	-0.517675799
10	2	0.267121853	-0.014385492	-0.118180421	0.931861027	-0.056567028	0.02275277	0.06488293	0.026631428	-0.051337583	0.073344717	-0.095460022	0.087966418	-0.157212539	-0.037234852	-0.036502174	-0.026662329	-0.026662329	-0.262038042	0.043857385	-0.523462969	-0.139410791	-0.039068822	-0.301206408	-0.300390927	-0.003544923	-0.289969419	-0.201214322	-0.206872839	-0.553230667	-0.230337514	-0.37085483	-0.328583308	-0.218524717	-0.235858986	-0.262763367	-0.235765047	-0.421428723	-0.135478697	-0.166866722	0.087904962	-0.153553147	0.178734933	-0.265371689	-0.194447276	-0.600582998	0.158591031	-0.161591924	-0.005552877	-0.073874493	-0.959216072	-0.937039417	-0.864745838	-0.187220176	-0.177803083	-0.60752048	-0.308534708	0.041172467	-0.320509332	-0.427291344	-0.604629058	-0.482244799	-0.21153748	-0.21153748	-0.226010198	-0.113062674	-0.618272355	-0.171957349	-0.05162847	-0.034234723	-0.247598321	-0.202796129	-0.662894135	-0.34130162	0.171735785	-0.403822083	-0.361437535	-0.334365044	-0.166969378	-0.671290562
10	3	0.290401594	-0.020005077	-0.110848597	0.939807421	-0.064616077	0.041871541	0.100959387	0.01078249	0.000152617	-0.124839594	-0.106742539	0.072443369	-0.064376401	-0.048937805	-0.072041311	0.250843769	0.250843769	0.050701023	-0.023846804	-0.401854311	0.215665273	0.009046604	-0.157728358	-0.32167905	0.066719252	0.257067314	0.181419131	-0.119504296	-0.240679035	-0.236779782	-0.297763024	0.018982166	-0.21435028	-0.27249571	0.039136681	-0.177215652	-0.005559587	-0.044892872	0.220115703	0.164428829	0.156978047	0.125205953	-0.31234751	0.07743626	-0.484196485	0.178773117	0.295733548	0.004079154	-0.183557562	-0.939267613	-0.937003824	-0.902085225	0.223275806	-0.105020356	-0.318188417	-0.304745377	-0.311407525	-0.035302184	-0.416986139	-0.471650978	-0.22713739	0.156998205	0.156998205	0.110877231	-0.280382851	-0.494105756	0.324957743	-0.063333772	-0.26868617	0.156912679	-0.153355803	-0.39614793	-0.339514358	-0.343237004	-0.150391638	-0.061674284	0.03802667	-0.387780104	-0.544988519
10	4	0.270612056	-0.015042682	-0.104253239	0.791887198	-0.041260775	0.202534573	0.077537251	0.008978755	-0.004995664	-0.043243218	-0.06799936	0.074595887	-0.093155503	-0.041121654	-0.048941192	-0.9607572	-0.9607572	-0.988054238	-0.944202044	-0.993707488	-0.984943144	-0.9404502	-0.974644655	-0.082614073	0.027931974	0.23364402	-0.989365014	-0.980962856	-0.986056768	0.193449216	-0.026185927	0.117530737	-0.986477363	-0.986179216	-0.96539547	0.214105021	0.067725229	-0.084443596	-0.955281011	0.221566081	-0.985900801	0.324762093	-0.974459733	0.005813374	-0.992191529	0.344008503	-0.982901826	-0.91797953	-0.967826982	-0.973128354	-0.935690006	-0.966898521	-0.988946414	-0.98075679	-0.988255804	-0.988873097	-0.984373305	-0.960445962	-0.992326657	-0.992584495	-0.990259813	-0.939669591	-0.939669591	-0.985209856	-0.963064578	-0.991696196	-0.982242428	-0.912838063	-0.966121043	-0.989550917	-0.982045591	-0.98911086	-0.989712361	-0.983579647	-0.96241856	-0.941511953	-0.983266741	-0.962459956	-0.991409101
10	5	0.276650301	-0.01554186	-0.107964084	0.954008785	-0.043159783	0.034698021	0.080978439	0.011900763	-0.00485841	-0.028185433	-0.087682049	0.103251561	-0.104753833	-0.0371593	-0.058416255	-0.951988908	-0.951988908	-0.965163818	-0.92978726	-0.971637662	-0.970099814	-0.923378745	-0.955272384	0.159123629	-0.012623426	0.077609848	-0.963565166	-0.94218776	-0.972241512	0.25330139	-0.187095243	0.005628739	-0.924005913	-0.960323801	-0.950915731	-0.281787223	-0.164082231	-0.098887445	-0.940110168	0.090245467	-0.95163369	0.197319525	-0.937786743	-0.226492596	-0.965614081	0.013389749	-0.978403482	-0.919561843	-0.94127144	-0.991259485	-0.975410724	-0.959579658	-0.96431149	-0.941328663	-0.9764306	-0.929895058	-0.958861164	-0.9536811	-0.950367548	-0.976445017	-0.969051031	-0.937264538	-0.937264538	-0.952058215	-0.92048681	-0.96440941	-0.982949246	-0.921860477	-0.938098683	-0.968612136	-0.944847394	-0.979428729	-0.932273943	-0.958399858	-0.958901257	-0.945048243	-0.952105965	-0.92296155	-0.965055815
10	6	0.280230574	-0.024294484	-0.117168642	-0.453069738	-0.139297681	-0.031121624	0.073815064	0.015698997	0.007166896	-0.019555937	-0.077032566	0.104720478	-0.100308254	-0.038879792	-0.059074491	-0.95678182	-0.95678182	-0.976234435	-0.937590999	-0.970830849	-0.969184209	-0.954341849	-0.964300845	-0.140520229	0.200554088	0.317328875	-0.979014669	-0.968039174	-0.972592213	0.04855721	0.04259423	0.146112722	-0.953793912	-0.954670034	-0.969755777	0.070757575	0.071312565	0.157620505	-0.950848109	0.260388946	-0.968561122	0.212826188	-0.937692643	0.216535434	-0.960976822	0.2026247	-0.968283685	-0.946454302	-0.959471486	-0.954531942	-0.966701156	-0.963045642	-0.978007467	-0.966930793	-0.976256663	-0.9617132	-0.953660208	-0.971940597	-0.965900578	-0.96662104	-0.983949303	-0.940301654	-0.940301654	-0.967556981	-0.927471166	-0.959632932	-0.967968039	-0.946229148	-0.959813668	-0.978904364	-0.968120692	-0.978582339	-0.964544566	-0.953453497	-0.975298797	-0.944304975	-0.965377553	-0.933701315	-0.960772876
11	1	0.271821893	-0.016647583	-0.106096304	0.946468451	-0.21204587	0.134053215	0.082970933	0.012768248	-0.013364828	-0.0426929	-0.070510497	0.08437445	-0.09182042	-0.051417255	-0.034267745	-0.288323472	-0.288323472	-0.402333202	-0.421801674	-0.630732706	-0.396533732	-0.083047844	-0.61640291	-0.373607932	0.012876103	0.040455756	-0.453265269	-0.241801726	-0.692593872	-0.353419933	-0.427889403	-0.092391951	-0.514753308	-0.593107398	-0.398293337	-0.175946094	-0.297177113	-0.184065788	-0.458514063	0.093581805	-0.395116134	0.084454308	-0.610222629	-0.074837069	-0.751914457	0.056364837	-0.422842072	-0.052212075	-0.530626311	-0.981101014	-0.966240554	-0.960852684	-0.428516344	-0.18141923	-0.720654731	-0.596346931	-0.499625287	-0.434178203	-0.541616397	-0.737993756	-0.551079943	-0.487735915	-0.487735915	-0.403141285	-0.558362783	-0.753671416	-0.433703312	-0.096606829	-0.523093395	-0.45394304	-0.170177403	-0.747564612	-0.623150269	-0.453663184	-0.498554639	-0.584455992	-0.417446816	-0.599745438	-0.773574065
11	2	0.263775859	-0.030315782	-0.106797216	0.892626156	-0.343576925	0.146633747	0.096856168	-0.013262529	-0.01514639	-0.08209097	-0.056692881	0.063805438	-0.064524541	-0.071983469	-0.04607615	-0.132594624	-0.132594624	-0.509587701	-0.255048337	-0.757314814	-0.355348902	-0.254645207	-0.551742084	-0.52447937	-0.189232159	-0.486549897	-0.495927372	-0.455317917	-0.765387906	-0.446992355	-0.461641074	-0.48249712	-0.471782782	-0.581167154	-0.674671879	-0.245040398	-0.635531917	-0.183328378	-0.336061027	-0.137089383	-0.475928502	0.01490148	-0.55009966	-0.377996101	-0.795986114	0.015327027	-0.238802959	-0.103167502	-0.203369399	-0.953463106	-0.924360833	-0.906933171	-0.452961684	-0.42811923	-0.785359167	-0.50133163	-0.28204454	-0.694658852	-0.660431336	-0.809459437	-0.777173389	-0.289592148	-0.289592148	-0.490485807	-0.377909862	-0.80112704	-0.198733656	-0.088504815	-0.11370177	-0.458255021	-0.437276329	-0.803845087	-0.517811646	-0.153787851	-0.729928729	-0.376027879	-0.513703461	-0.381223383	-0.822428719
11	3	0.291605632	-0.017809772	-0.11107015	0.941746407	-0.200321943	0.132371685	0.089716866	0.02522742	-0.022520891	-0.125068699	-0.026277535	0.057524457	-0.022091627	-0.052027299	-0.037304841	0.126227657	0.126227657	-0.19820614	-0.19788336	-0.599294761	0.035193723	0.024750813	-0.377624756	-0.400296382	-0.056189226	0.005314452	-0.120463005	-0.17747924	-0.530225529	-0.338849975	-0.455972776	-0.244414661	-0.318777013	-0.528254524	-0.273459112	-0.263295936	-0.255277888	-0.150480042	0.090280758	0.031672568	-0.097454997	0.033747518	-0.456170109	-0.169884464	-0.668340528	-0.009425074	0.142456557	0.070812273	-0.324026938	-0.954497499	-0.92631047	-0.925814906	-0.083421265	-0.126816662	-0.579710482	-0.374069024	-0.49591172	-0.318959595	-0.534374948	-0.684593319	-0.480559153	0.050774365	0.050774365	-0.127017223	-0.339349828	-0.677750588	0.179906764	0.026277718	-0.348626582	-0.128341631	-0.13044383	-0.628902743	-0.397722758	-0.481127495	-0.397220471	-0.13712306	-0.173661754	-0.380559427	-0.714229669
11	4	0.276590197	-0.014919562	-0.112840218	0.871963798	0.213716306	0.188531696	0.076177732	-0.000213839	0.008334008	-0.039998492	-0.075528448	0.076173942	-0.094842348	-0.039281305	-0.050539546	-0.961970764	-0.961970764	-0.979355635	-0.951884472	-0.989519031	-0.981481454	-0.934503183	-0.97285511	-0.050340397	0.096774774	0.243469786	-0.98083175	-0.967454618	-0.981124861	0.153320198	-0.080505803	0.075598263	-0.985106875	-0.982636645	-0.954453821	0.115678529	-0.102473211	-0.045957947	-0.953066009	0.198648837	-0.975315332	0.192259108	-0.969799951	-0.03989666	-0.987255973	0.159345367	-0.982796562	-0.921402118	-0.968370182	-0.988069341	-0.949792572	-0.971661611	-0.980335164	-0.966766643	-0.98344161	-0.988164912	-0.98224904	-0.952844312	-0.990501518	-0.98855482	-0.981016045	-0.944581826	-0.944581826	-0.974511727	-0.959964488	-0.986256665	-0.98338981	-0.920047162	-0.967884391	-0.981607942	-0.968421476	-0.984349607	-0.989189513	-0.982137919	-0.956802767	-0.948521986	-0.972289134	-0.960711242	-0.985607229
11	5	0.277715563	-0.017199089	-0.10868663	0.956464536	-0.173082705	0.127198423	0.076009772	0.012413097	-0.000745916	-0.029314152	-0.076546504	0.081058822	-0.099519356	-0.039599214	-0.052473275	-0.984853837	-0.984853837	-0.989242377	-0.979978011	-0.993428184	-0.993808051	-0.968703073	-0.987669786	0.089010242	0.055740898	0.292390246	-0.992385451	-0.979287024	-0.988460788	0.31217184	-0.030509414	0.120740566	-0.978301717	-0.994025488	-0.980762968	-0.129935993	0.119201234	-0.021296779	-0.982255414	0.233078227	-0.988636595	0.33309893	-0.98257652	-0.047848618	-0.99298102	0.223297409	-0.994978879	-0.964173332	-0.986382713	-0.994529398	-0.981047829	-0.989433254	-0.992527404	-0.97942828	-0.99013299	-0.980242495	-0.994210472	-0.980636665	-0.986690404	-0.995571631	-0.990663219	-0.980305369	-0.980305369	-0.988853961	-0.977071437	-0.992579167	-0.995573763	-0.96350679	-0.985958517	-0.993414564	-0.981185824	-0.99037815	-0.981009116	-0.994353087	-0.982308781	-0.98150397	-0.988021231	-0.977437711	-0.992277469
11	6	0.280592971	-0.017659805	-0.108786578	-0.134832031	0.943017941	0.11262019	0.076664534	0.012219385	0.002776905	-0.019174384	-0.04155999	0.152019016	-0.102297502	-0.041239143	-0.066695749	-0.98062118	-0.98062118	-0.983330628	-0.952523752	-0.990641248	-0.983801366	-0.971403935	-0.973576813	-0.063770977	0.251945472	0.226035841	-0.984884874	-0.973882497	-0.979564844	0.178104551	0.003449996	0.030016945	-0.976187471	-0.982640272	-0.961434421	0.0061082	0.104942478	0.096356893	-0.973994005	0.336010661	-0.976940775	0.295747895	-0.967093356	0.040600406	-0.985978837	0.256034977	-0.98477733	-0.972196874	-0.971311177	-0.979565602	-0.99076558	-0.984192606	-0.985259109	-0.972777455	-0.982111784	-0.980836885	-0.982442644	-0.959897433	-0.981724838	-0.990845725	-0.986549063	-0.972891829	-0.972891829	-0.976504859	-0.954713183	-0.984476477	-0.985322212	-0.973589287	-0.971668077	-0.987122678	-0.973486716	-0.983302949	-0.982424585	-0.982660632	-0.963183903	-0.976037696	-0.975126531	-0.954849054	-0.983569468
12	1	0.277128666	-0.015560928	-0.103161106	0.966873515	-0.15598345	-0.036084288	0.045764401	0.019776695	0.00502587	-0.104513671	-0.034429108	0.099973912	-0.062238932	-0.049852605	-0.046733815	-0.10220455	-0.10220455	-0.144064923	-0.355930365	-0.517493775	-0.05435764	-0.071302455	-0.4223253	-0.261426012	0.149107489	0.170802949	-0.081619795	-0.141374071	-0.491386173	-0.281106567	-0.223460713	-0.182007552	-0.401975932	-0.467886338	-0.317282484	0.02040884	-0.025458443	-0.027904118	-0.153116003	0.252267753	-0.029912425	0.018449462	-0.442503784	0.146075367	-0.561176441	0.077777759	-0.128898533	-0.12278329	-0.410606063	-0.97911312	-0.964619174	-0.950276227	-0.013506611	-0.089404969	-0.512276838	-0.546263471	-0.449401398	-0.350170287	-0.390807238	-0.581290691	-0.4806422	-0.236972869	-0.236972869	-0.02028505	-0.413208341	-0.548890451	-0.160707261	-0.20851528	-0.452146694	-0.031059295	-0.094056408	-0.531486322	-0.593142882	-0.44379833	-0.422256521	-0.408896299	-0.013953909	-0.494802215	-0.564934013
12	2	0.272970339	-0.02635749	-0.10733973	0.938371473	-0.259144203	-0.070250382	0.072866081	-0.006894949	0.009066628	-0.09312341	-0.041131452	0.089802276	-0.045563887	-0.033540657	-0.065316729	-0.229183927	-0.229183927	-0.432469301	-0.316561586	-0.674972132	-0.321447925	-0.16834152	-0.560841213	-0.420235639	-0.105269654	-0.217216987	-0.385843754	-0.333077591	-0.687929869	-0.33124754	-0.380249905	-0.323446377	-0.426360332	-0.604711316	-0.406080936	-0.158314161	-0.351127977	-0.22454188	-0.290005419	-0.001118437	-0.320884463	0.08422627	-0.594032515	-0.107077796	-0.714332592	0.097862435	-0.290149192	-0.10381826	-0.436697426	-0.96024629	-0.941378352	-0.938071183	-0.359856972	-0.311328991	-0.719336353	-0.526659296	-0.522949798	-0.349614606	-0.549999188	-0.761195613	-0.606412097	-0.285844036	-0.285844036	-0.329827968	-0.525686949	-0.713406712	-0.278929748	-0.130175559	-0.418599992	-0.39060122	-0.335926381	-0.750114856	-0.560462964	-0.483918391	-0.396095719	-0.395285131	-0.346565142	-0.564435087	-0.733130764
